price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
999;2003;2;8;150000;clean;automatic;rwd;;41,3805;-83,3358;49
35000;2015;3;8;37000;clean;automatic;4wd;full-size;45,8817;-95,382;43
35000;2016;4;6;18000;lien;automatic;4wd;;41,4724;-74,0566;53
1;2014;2;6;109779;clean;automatic;4wd;full-size;38,172315;-85,711007;50
13900;2005;3;8;99900;clean;automatic;4wd;full-size;36,6218;-79,4124;55
25990;2013;3;8;37419;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
11000;2007;2;8;152000;clean;automatic;4wd;full-size;37,668946;-92,643111;52
13991;2013;2;6;103387;clean;automatic;4wd;full-size;37,650441;-97,335104;51
36500;2015;3;6;36378;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
9995;2007;2;8;177415;clean;other;4wd;full-size;45,049163;-93,035945;43
7600;2006;2;8;134988;clean;automatic;rwd;;35,334;-97,4768;57
39900;2016;2;8;29363;clean;automatic;rwd;full-size;31,316064;-89,437114;61
7977;2005;2;8;159323;clean;automatic;4wd;full-size;42,345504;-88,269936;48
17499;2015;3;6;77004;clean;automatic;rwd;full-size;39,829891;-75,125281;52
1;1987;1;8;73500;clean;automatic;4wd;full-size;40,547;-122,34;59
8600;2004;2;8;93000;clean;automatic;rwd;full-size;36,7103;-121,6438;59
15950;2014;2;8;122545;clean;automatic;4wd;full-size;38,692648;-82,857744;49
28995;2014;3;6;136873;clean;automatic;4wd;full-size;31,732124;-106,364833;67
7250;2007;3;8;121434;clean;automatic;rwd;full-size;27,875196;-82,786723;65
18;2014;3;8;115;clean;automatic;4wd;;35,658523;-105,956182;45
8950;2010;2;8;168260;clean;automatic;4wd;;40,120838;-77,028586;53
5900;2003;3;8;142000;clean;automatic;4wd;full-size;42,3542;-88,2294;48
19999;2011;2;6;81281;clean;automatic;4wd;full-size;38,976487;-88,160859;48
28500;2016;3;6;32000;clean;automatic;rwd;full-size;33,3782;-111,6406;71
23500;2013;2;8;116000;clean;automatic;4wd;full-size;30,2971;-97,8181;67
10900;2010;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
37998;2017;3;6;41067;clean;automatic;4wd;full-size;49,184885;-122,801111;
15000;2013;2;8;70000;lien;automatic;4wd;full-size;60,1329;-149,3985;29
27299;2015;3;6;56128;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
13999;2009;2;8;148593;clean;automatic;4wd;full-size;35,56523;-97,563402;57
19;2014;3;8;115;clean;automatic;4wd;;35,709723;-105,950775;45
20950;2012;2;6;135480;clean;automatic;4wd;full-size;30,649625;-88,127994;61
7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
10000;2013;2;6;90000;clean;automatic;fwd;full-size;39,590227;-77,864543;52
7450;2007;3;8;143074;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
10900;2010;3;8;240000;clean;automatic;4wd;full-size;49,217509;-122,566461;
4000;2006;2;8;187000;clean;automatic;rwd;full-size;30,4224;-97,7967;67
6300;2006;2;8;193700;clean;automatic;4wd;full-size;31,7677;-106,3016;67
16990;2008;3;8;79000;clean;automatic;;;46,450007;-95,12469;43
43900;2018;3;8;1000;clean;automatic;;full-size;42,484503;-92,324974;47
2700;1997;2;8;170000;clean;automatic;rwd;;48,431363;-122,405378;50
7700;2007;2;8;123000;clean;automatic;rwd;full-size;43,270118;-86,252068;45
31225;2016;3;8;56202;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
26797;2011;3;8;46096;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
25469;2014;2;8;122725;clean;automatic;4wd;full-size;31,607642;-89,196805;61
21900;2012;4;4;95200;clean;automatic;4wd;full-size;43,651753;-94,45321;43
5950;2004;4;8;176205;clean;automatic;;full-size;38,220529;-90,384202;52
7499;2007;2;8;82115;clean;automatic;rwd;full-size;39,10308;-80,159391;52
6900;2001;2;8;142000;clean;automatic;4wd;full-size;44,9545;-92,0752;45
4000;1999;2;8;172000;clean;manual;rwd;full-size;31,7677;-106,3016;67
2500;1995;2;8;131;clean;automatic;rwd;full-size;30,4752;-87,6992;61
3000;1993;2;8;153000;clean;automatic;rwd;;35,435859;-77,660985;56
11900;1990;2;8;10000;clean;automatic;4wd;full-size;39,657411;-91,734208;52
17995;2012;3;8;107000;clean;automatic;4wd;full-size;32,25;-110,8869;71
24999;2011;4;8;67000;clean;automatic;4wd;full-size;42,868175;-85,862086;45
15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
16990;2010;3;8;73285;clean;automatic;4wd;full-size;43,204762;-75,440834;53
2150;1993;2;6;176000;clean;manual;rwd;full-size;37,3489;-120,6028;59
2995;2004;1;8;248266;clean;automatic;4wd;full-size;41,683682;-69,996514;50
350;1994;0;8;210000;clean;manual;4wd;;39,078359;-95,666034;51
14990;2010;3;8;150877;clean;automatic;4wd;full-size;44,7851;-88,6036;45
35778;2018;3;6;13;clean;automatic;4wd;;47,830597;-110,662694;40
18950;2010;3;8;145278;clean;automatic;4wd;full-size;37,286501;-80,056719;55
6995;2003;3;8;167662;clean;automatic;4wd;full-size;45,518031;-122,578752;50
8995;2003;3;8;105823;clean;automatic;4wd;full-size;41,781722;-72,533825;51
16500;2013;3;8;125500;clean;automatic;4wd;;34,956655;-86,419672;61
17699;2011;3;6;71026;clean;automatic;rwd;mid-size;43,78124;-88,50265;45
32995;2016;3;8;25711;clean;automatic;4wd;full-size;38,671618;-94,36651;52
10900;2010;2;8;170000;clean;automatic;4wd;full-size;46,8936;-102,0367;38
9500;2007;4;8;197450;clean;automatic;4wd;;37,175882;-94,319524;52
18950;2010;3;8;145278;clean;automatic;4wd;full-size;37,286501;-80,056719;55
28787;2016;4;6;103356;clean;automatic;4wd;full-size;32,18182;-90,137611;61
27850;2013;3;6;60852;clean;automatic;4wd;full-size;47,830597;-110,662694;40
5000;1994;4;8;86000;clean;automatic;4wd;;40,5616;-79,7129;53
12995;2008;4;8;101420;clean;automatic;4wd;full-size;61,166252;-149,857916;29
36500;2017;3;6;45000;lien;automatic;4wd;full-size;44,0296;-84,4968;45
7500;2006;3;8;219918;clean;automatic;4wd;full-size;35,872198;-80,156966;56
3900;2006;2;8;233000;clean;automatic;rwd;full-size;35,881357;-80,100972;56
10900;2010;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
1995;2001;2;6;192000;clean;automatic;rwd;;30,0377;-95,5326;67
28999;2013;3;6;88485;clean;automatic;4wd;full-size;35,839694;-86,387087;59
12900;2010;4;8;36137;salvage;automatic;4wd;mid-size;34,9803;-81,9168;60
7250;2007;3;8;121434;clean;automatic;rwd;full-size;27,873066;-82,786729;65
1250;1987;2;8;126000;clean;automatic;rwd;full-size;48,749;-122,4887;50
19998;2012;2;8;95340;clean;automatic;4wd;full-size;42,3899;-122,9222;50
14995;2010;2;8;136000;clean;automatic;rwd;full-size;33,946412;-117,295118;59
15950;2014;2;8;122545;clean;automatic;4wd;full-size;38,692648;-82,857744;49
9995;1994;2;8;178785;clean;automatic;rwd;full-size;34,947213;-89,440953;61
26000;2015;4;8;45000;clean;automatic;rwd;full-size;42,26066;-84,403866;45
14750;2009;3;8;112620;clean;automatic;4wd;;42,665448;-91,913878;47
20900;2013;3;6;104953;clean;automatic;4wd;full-size;28,35742;-80,695708;65
14950;2014;2;8;139325;clean;other;4wd;full-size;38,692648;-82,857744;49
500;1999;1;6;250000;clean;automatic;rwd;full-size;44,4993;-69,9903;44
45500;2015;3;8;36225;clean;automatic;4wd;full-size;38,496277;-90,16539;48
6800;2007;2;8;125000;clean;automatic;4wd;full-size;44,486728;-73,191558;44
28500;2017;4;6;24000;clean;automatic;4wd;full-size;43,2291;-77,3088;53
7500;2010;2;8;142774;clean;automatic;4wd;full-size;28,079232;-80,674959;65
6451;1996;4;8;129000;clean;automatic;rwd;full-size;39,753467;-84,111044;49
10995;2004;3;8;102000;clean;automatic;4wd;full-size;39,814484;-76,992882;53
29995;2012;3;8;164621;clean;automatic;4wd;;40,007891;-104,818353;45
6000;2005;3;8;161000;clean;automatic;4wd;full-size;45,7862;-87,9047;45
3500;1991;2;8;140;clean;automatic;4wd;full-size;34,277845;-87,828794;61
17995;2012;2;6;125325;clean;automatic;rwd;full-size;35,661076;-78,703988;56
9995;2004;3;8;149347;clean;automatic;4wd;full-size;38,611926;-121,423565;59
16995;2012;2;8;85461;clean;automatic;4wd;full-size;44,688806;-90,20024;45
11995;2006;3;8;121978;clean;automatic;rwd;full-size;38,159627;-85,697708;50
3995;2000;2;8;124860;clean;automatic;rwd;full-size;39,715206;-84,124328;49
3000;2005;2;8;120000;clean;automatic;;;32,3301;-80,8435;60
26400;2014;3;6;67630;clean;automatic;4wd;full-size;38,584848;-89,985587;48
21795;2015;2;6;103217;clean;automatic;4wd;full-size;35,796126;-78,554108;56
7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
10995;2007;3;8;64000;clean;automatic;4wd;full-size;41,9296;-71,3009;50
11990;2007;3;8;157691;clean;automatic;4wd;full-size;44,7851;-88,6036;45
2500;1999;2;8;216000;clean;automatic;4wd;full-size;42,9295;-89,387;45
12000;2006;3;8;120000;clean;automatic;4wd;full-size;40,585249;-122,364055;59
6500;2007;2;8;148000;clean;automatic;rwd;full-size;37,118052;-93,480523;52
3750;1998;3;8;50000;clean;automatic;rwd;full-size;41,581916;-81,564558;49
1000;2001;1;8;37000;clean;automatic;4wd;full-size;44,411053;-74,091282;53
1500;2002;1;8;256000;rebuilt;automatic;4wd;full-size;38,3249;-83,0007;50
5950;2002;3;8;188988;clean;automatic;4wd;;42,64387;-84,0733;45
6950;2004;4;8;50425;clean;automatic;rwd;full-size;27,872735;-82,787042;65
1000;1991;2;8;104000;clean;automatic;4wd;full-size;42,4182;-90,4195;48
39900;2016;2;8;29363;clean;automatic;rwd;full-size;31,316064;-89,437114;61
36500;2016;3;8;39980;clean;automatic;rwd;full-size;30,2077;-92,0656;67
17990;2010;3;8;129000;clean;automatic;4wd;;46,450007;-95,12469;43
2750;2005;2;8;230130;clean;automatic;4wd;full-size;45,014241;-93,220779;43
8200;2006;3;8;161000;clean;automatic;4wd;;47,143;-122,1644;50
11995;2006;3;8;121978;clean;automatic;rwd;full-size;38,159627;-85,697708;50
13700;2006;3;8;82000;clean;automatic;4wd;full-size;44,815765;-93,21313;43
7600;2008;2;8;190000;clean;automatic;4wd;full-size;40,835839;-81,131973;49
7995;2007;2;8;131133;clean;automatic;rwd;;32,195597;-110,874466;71
7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
17950;2012;3;8;115212;clean;automatic;4wd;full-size;42,944251;-83,730441;45
18625;2010;2;8;197338;clean;automatic;4wd;full-size;40,1779;-105,1009;45
24750;2017;4;6;40000;clean;automatic;rwd;full-size;32,4671;-90,1087;61
2000;1994;2;6;247000;clean;automatic;rwd;;33,028;-80,1739;60
21890;2016;3;6;46203;clean;automatic;rwd;full-size;43,154559;-75,931234;53
11995;2008;2;8;73000;clean;automatic;4wd;full-size;42,728;-71,181;50
6863;2004;2;8;139423;clean;automatic;4wd;full-size;40,8965;-75,367;53
26987;2015;3;6;95400;clean;automatic;4wd;full-size;37,911918;-84,559276;50
39900;2016;2;6;74544;clean;automatic;4wd;full-size;31,316064;-89,437114;61
2900;2003;3;6;59707;salvage;manual;rwd;full-size;25,90552;-97,473786;67
35778;2018;3;6;13;clean;automatic;4wd;;47,830597;-110,662694;40
35976;2016;3;6;22375;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
14000;2012;2;6;187000;clean;automatic;4wd;;39,1329;-95,7023;51
19500;2011;3;8;110205;clean;automatic;rwd;full-size;35,4858;-80,794;56
16900;2010;2;8;90000;clean;automatic;4wd;;43,328024;-96,767406;38
26566;2014;3;8;61000;clean;automatic;4wd;full-size;39,626529;-106,072891;45
11999;2008;3;8;113589;clean;automatic;rwd;full-size;37,609783;-120,995406;59
10000;2008;2;8;154042;clean;automatic;4wd;full-size;40,902588;-81,150479;49
34855;2016;2;8;15829;clean;automatic;4wd;full-size;43,078373;-92,317804;47
18995;2010;2;8;113256;clean;automatic;4wd;full-size;39,733601;-94,828925;52
30900;2015;3;6;59487;clean;automatic;4wd;full-size;32,26305;-95,306761;67
11995;2009;3;8;135702;clean;automatic;rwd;full-size;38,159627;-85,697708;50
8900;2005;2;8;169000;clean;automatic;4wd;;36,2017;-81,1286;56
1000;2003;1;8;133000;clean;automatic;4wd;;44,4949;-73,1874;44
1900;1997;2;8;182000;clean;automatic;4wd;full-size;44,8718;-91,9265;45
20995;2010;3;8;128836;clean;automatic;4wd;full-size;38,588302;-89,923783;48
24988;2012;4;6;85572;clean;automatic;4wd;full-size;30,457626;-84,347076;65
17998;2008;3;8;109381;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
3800;1996;2;6;160000;clean;manual;4wd;;46,873453;-113,936771;40
34995;2015;3;6;63373;clean;automatic;4wd;full-size;45,832707;-95,388536;43
6995;1996;2;8;151170;clean;manual;4wd;full-size;33,27424;-86,810883;61
10000;2002;4;8;120100;clean;automatic;;full-size;30,4564;-87,2104;65
19900;2012;4;8;121296;clean;automatic;;;36,189061;-94,13787;59
9395;2011;2;8;192145;clean;automatic;4wd;full-size;39,073454;-95,664519;51
9900;2005;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
14995;2009;3;8;136101;clean;automatic;4wd;full-size;38,159627;-85,697708;50
23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
13500;2007;2;8;250150;clean;automatic;4wd;full-size;44,1078;-92,4053;43
5500;2005;3;8;196000;clean;automatic;;full-size;33,561137;-101,856239;67
17800;2011;3;8;142500;clean;automatic;4wd;full-size;30,18235;-97,971954;67
2000;1990;2;8;158000;clean;manual;fwd;full-size;39,7848;-88,0001;48
16900;2011;2;8;131146;clean;automatic;4wd;full-size;38,837468;-104,791342;45
20995;2013;3;6;112940;clean;automatic;4wd;full-size;38,671618;-94,36651;52
13500;2011;3;6;110450;clean;automatic;rwd;full-size;34,8854;-89,6763;61
23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
16995;2012;2;8;85461;clean;automatic;4wd;full-size;44,688806;-90,20024;45
17900;2014;3;8;63745;clean;automatic;rwd;full-size;36,277213;-80,339822;56
7995;2004;2;8;128153;clean;automatic;4wd;full-size;41,686718;-86,012028;48
18500;2012;3;8;57000;rebuilt;automatic;4wd;full-size;40,254049;-76,035991;53
5995;2000;2;8;121222;clean;automatic;rwd;full-size;42,952265;-87,879726;45
11995;2012;2;8;210042;clean;automatic;4wd;full-size;42,03519;-91,559347;47
18990;2011;3;8;128000;clean;automatic;4wd;;46,450007;-95,12469;43
2500;1999;2;8;240000;clean;automatic;rwd;;38,732052;-89,855311;48
1800;2002;2;8;214500;clean;automatic;4wd;full-size;36,604332;-121,889319;59
25965;2015;3;6;134353;clean;automatic;4wd;full-size;33,843197;-87,248745;61
9988;2009;2;8;122504;clean;automatic;rwd;full-size;29,918372;-81,325107;65
22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
7900;2005;3;8;123000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
5500;2004;3;8;235983;clean;automatic;rwd;;38,88358;-94,79383;51
13995;2007;3;8;154569;clean;automatic;4wd;full-size;36,694016;-79,89585;55
27439;2016;3;6;55037;clean;automatic;rwd;mid-size;27,15356;-80,21936;65
30995;2016;3;8;41503;clean;automatic;4wd;full-size;38,671618;-94,36651;52
2000;1977;2;8;23489;clean;automatic;4wd;full-size;38,9268;-78,1796;55
15500;2011;3;8;88155;clean;automatic;4wd;full-size;37,520556;-122,286841;59
21551;2012;3;6;108756;clean;automatic;4wd;full-size;43,97368;-88,583361;45
16999;2013;2;6;86039;clean;automatic;4wd;full-size;40,688186;-89,683674;48
6500;2002;3;8;173;rebuilt;automatic;4wd;full-size;47,7374;-117,4352;50
14995;2010;3;8;120715;clean;automatic;4wd;full-size;43,223552;-77,372473;53
20500;2010;4;8;135477;clean;automatic;4wd;;38,719242;-104,818497;45
29995;2016;3;6;22726;clean;automatic;4wd;full-size;43,154434;-75,934324;53
40990;2013;3;8;45329;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
12995;2014;2;6;155425;clean;automatic;rwd;full-size;42,477134;-82,949564;45
9990;2012;2;8;127501;clean;automatic;rwd;full-size;40,468826;-74,281734;52
3500;1999;2;8;165000;clean;automatic;4wd;full-size;40,608091;-75,365926;53
29995;2012;3;8;164621;clean;automatic;4wd;;39,368811;-104,860535;45
22000;2015;3;8;36000;rebuilt;automatic;4wd;full-size;43,6013;-84,7736;45
17880;2010;3;8;130338;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
39999;2016;3;6;23667;clean;automatic;4wd;;47,830597;-110,662694;40
1500;1985;2;6;53000;clean;automatic;rwd;;64,878089;-148,214529;29
42890;2017;3;6;13615;clean;automatic;4wd;;49,204598;-123,139205;
3900;2006;2;8;233000;clean;automatic;rwd;full-size;35,881357;-80,100972;56
10900;2011;2;8;160000;clean;automatic;4wd;full-size;43,1406;-93,385;47
24077;2012;3;6;98462;clean;automatic;4wd;mid-size;34,25343;-77,85125;56
11000;2008;3;8;180000;clean;automatic;rwd;full-size;36,144;-80,2376;56
10999;2008;3;8;132614;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1500;1998;2;6;195000;clean;manual;rwd;full-size;35,8082;-82,9005;56
14995;2010;3;8;80246;clean;automatic;4wd;full-size;43,223552;-77,372473;53
21795;2015;2;6;103217;clean;automatic;4wd;full-size;35,796126;-78,554108;56
21990;2014;3;8;96079;clean;automatic;4wd;full-size;43,154309;-75,930719;53
13300;2013;3;8;102085;clean;automatic;rwd;mid-size;34,21788;-118,48452;59
9900;2008;2;8;178526;clean;automatic;rwd;full-size;31,217814;-82,357716;59
11995;2013;3;8;127124;clean;automatic;4wd;full-size;32,895161;-96,894589;67
23988;2013;4;8;82665;clean;automatic;4wd;;30,457573;-84,347191;65
9500;2005;4;8;88000;clean;automatic;4wd;full-size;37,8642;-82,3741;52
6395;1997;3;8;135000;clean;automatic;4wd;;35,326027;-81,916783;56
700;1995;1;8;240000;clean;automatic;rwd;full-size;64,761472;-147,284208;29
4900;2004;3;8;119000;rebuilt;automatic;rwd;;26,1951;-97,689;67
9995;2008;2;8;118908;clean;automatic;rwd;;37,637112;-122,054679;59
1;2011;3;10;64984;clean;other;4wd;full-size;28,466088;-81,396429;65
26000;2015;4;8;45000;clean;automatic;rwd;full-size;42,26066;-84,403866;45
22000;2011;3;6;35000;clean;automatic;rwd;full-size;35,690415;-88,888707;59
28000;2015;4;6;61000;clean;automatic;;;43,6453;-85,0046;45
12488;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
20995;2011;3;6;148128;clean;automatic;4wd;full-size;35,616097;-78,541161;56
4995;2007;2;8;169076;clean;automatic;rwd;full-size;42,952265;-87,879726;45
25880;2014;3;6;104226;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
21890;2016;3;6;74111;clean;automatic;rwd;full-size;43,154309;-75,932779;53
24995;2014;3;8;106588;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
2400;1992;2;8;163000;clean;automatic;rwd;full-size;28,0313;-80,5995;65
25495;2014;3;8;39200;clean;automatic;fwd;full-size;41,859415;-86,390437;45
38995;2012;3;8;70274;clean;automatic;4wd;full-size;38,611926;-121,423565;59
7095;2011;2;6;189975;clean;automatic;;full-size;39,073454;-95,664519;51
9491;2006;2;8;172299;clean;automatic;4wd;full-size;41,46389;-81,7693;49
11995;2006;3;8;144388;clean;automatic;4wd;full-size;38,159627;-85,697708;50
6400;2008;2;6;137431;clean;automatic;rwd;full-size;38,521585;-90,012054;48
32000;2016;3;8;51900;lien;automatic;4wd;;39,3701;-78,0242;52
26500;2014;3;6;43848;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
30595;2015;3;8;20478;clean;automatic;4wd;mid-size;42,58998;-83,03095;45
9250;2011;3;8;173000;clean;automatic;4wd;full-size;43,3047;-96,4363;47
4000;1999;2;8;169000;clean;automatic;fwd;;34,269497;-119,204166;59
12990;2008;4;8;123129;clean;automatic;4wd;full-size;38,731803;-90,073678;48
1550;2004;2;8;156000;clean;automatic;4wd;full-size;37,1484;-91,6828;52
17000;2010;2;8;81128;clean;automatic;4wd;full-size;40,902588;-81,150479;49
5483;2004;2;8;152816;clean;automatic;4wd;full-size;41,46389;-81,7693;49
19700;2011;3;8;143000;clean;automatic;4wd;full-size;30,180421;-97,971611;67
10995;2006;3;8;125000;clean;automatic;;;28,7168;-81,4126;65
17550;2010;3;8;67486;clean;automatic;4wd;full-size;43,204762;-75,440834;53
12000;2007;3;8;129;clean;automatic;4wd;;44,030479;-121,31525;50
32626;2016;3;6;20963;clean;automatic;4wd;;43,852883;-88,855927;45
6500;2002;3;8;168000;clean;automatic;rwd;full-size;31,990858;-81,055416;59
6999;2001;2;8;227663;clean;automatic;4wd;full-size;38,298165;-104,612546;45
17967;2011;3;6;59000;clean;automatic;rwd;full-size;35,848;-78,6317;56
8995;2005;2;8;187484;clean;automatic;4wd;;35,148916;-89,922439;59
12995;2011;2;6;139508;clean;automatic;4wd;full-size;42,477134;-82,949564;45
2999;1997;2;8;353431;clean;automatic;4wd;full-size;43,0348;-83,5268;45
4400;2006;2;8;226000;clean;automatic;4wd;full-size;44,762952;-85,626693;45
13950;2014;2;6;152150;clean;automatic;4wd;full-size;38,692648;-82,857744;49
25870;2014;3;6;67630;clean;automatic;4wd;full-size;38,584848;-89,985587;48
2500;1989;2;6;175000;clean;manual;4wd;full-size;31,8962;-81,294;59
4650;1997;1;8;160100;clean;automatic;4wd;full-size;39,188579;-95,561918;51
22998;2013;3;8;50871;clean;automatic;4wd;full-size;41,7427;-86,1411;48
14000;2011;2;8;152000;rebuilt;automatic;4wd;full-size;38,555885;-86,278124;48
26950;2014;2;8;69659;clean;automatic;4wd;full-size;33,512633;-86,79777;61
40990;2013;3;8;45329;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
9491;2006;2;8;172299;clean;automatic;4wd;full-size;41,46389;-81,7693;49
20299;2012;3;6;120691;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
26499;2011;3;8;46096;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
26995;2012;2;8;50766;clean;automatic;4wd;;41,381951;-75,685531;53
3600;2004;3;8;236000;clean;automatic;4wd;full-size;42,81955;-73,890095;53
26900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
21999;2012;3;8;124;clean;automatic;4wd;;38,832398;-121,209349;59
11000;2007;2;8;108200;clean;automatic;4wd;full-size;37,724191;-121,152592;59
5300;2006;2;8;165000;clean;automatic;4wd;full-size;40,0315;-98,0779;46
7500;2004;3;8;200000;clean;automatic;4wd;;39,5296;-107,3252;45
44819;2015;3;6;37707;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
14995;2009;3;8;140149;clean;automatic;4wd;full-size;38,159627;-85,697708;50
18999;2012;3;8;102193;clean;automatic;4wd;full-size;42,550206;-114,462303;47
17950;2014;2;6;119166;clean;automatic;rwd;full-size;33,512633;-86,79777;61
15900;2009;3;8;122815;clean;automatic;4wd;mid-size;43,61176;-84,75844;45
24995;2013;2;6;91109;clean;automatic;4wd;full-size;38,053283;-83,961598;50
4800;2007;3;6;283000;clean;manual;rwd;full-size;28,8675;-96,999;67
25000;2012;3;6;92000;clean;automatic;4wd;full-size;46,6888;-98,2033;38
15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
11990;2007;3;8;132000;clean;automatic;;;46,450007;-95,12469;43
8588;2007;3;8;138100;clean;automatic;4wd;mid-size;41,10224;-81,48186;49
18990;2013;4;8;125300;clean;automatic;4wd;full-size;37,6808;-97,1558;51
4500;2005;2;8;219000;clean;automatic;4wd;full-size;38,853871;-94,374732;52
9880;2006;3;8;112490;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
5400;2003;3;8;180;salvage;automatic;rwd;;38,546823;-121,311378;59
1600;1991;2;8;187355;clean;automatic;rwd;full-size;38,9039;-119,995;59
22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
2500;2003;1;8;218500;clean;automatic;rwd;full-size;37,763495;-121,422272;59
24000;2011;3;6;133000;lien;automatic;4wd;;36,329509;-94,1185;59
29300;2015;4;6;30000;clean;automatic;rwd;;38,943523;-95,258606;51
30500;2013;4;6;41000;clean;automatic;4wd;;41,5855;-93,6719;47
11990;2009;3;8;176000;clean;automatic;;;46,450007;-95,12469;43
15985;2013;3;6;74692;clean;automatic;rwd;full-size;35,844127;-79,938248;56
2800;2002;2;8;183000;clean;automatic;fwd;full-size;43,176003;-83,95399;45
6950;2002;4;8;87891;clean;automatic;rwd;full-size;41,659345;-73,082609;51
37500;2014;4;8;38000;clean;automatic;;full-size;40,761722;-73,307922;53
7995;2000;3;8;183000;clean;automatic;rwd;full-size;39,363221;-121,686417;59
4800;2001;2;8;209000;clean;automatic;4wd;full-size;33,5059;-81,6951;60
8995;2003;3;6;66725;clean;automatic;rwd;full-size;39,494492;-119,78862;46
2750;1997;2;8;181571;clean;automatic;4wd;;46,4652;-111,9864;40
3999;2003;2;8;210;clean;automatic;4wd;full-size;42,9282;-83,6264;45
5995;1999;2;8;119220;clean;automatic;rwd;full-size;36,914628;-80,313042;55
3700;1997;3;8;100000;clean;automatic;4wd;;44,9588;-123,0753;50
11995;2009;2;8;140455;clean;automatic;4wd;full-size;42,477134;-82,949564;45
4500;2000;3;8;139000;clean;automatic;rwd;;30,3991;-84,3298;65
19998;2012;2;8;95340;clean;automatic;;full-size;42,3899;-122,9222;50
14200;2009;3;8;165178;clean;automatic;4wd;mid-size;36,28962;-95,31964;57
6900;2012;3;6;214000;clean;automatic;rwd;;33,5678;-86,7199;61
18500;2013;3;6;98000;rebuilt;automatic;4wd;full-size;40,252804;-76,036506;53
27500;2013;2;6;99800;clean;automatic;4wd;full-size;32,356164;-89,971375;61
13950;2011;2;8;146746;clean;automatic;;full-size;38,692648;-82,857744;49
5100;2005;2;8;106403;clean;automatic;4wd;full-size;39,9999;-74,2228;52
22351;2015;2;6;39403;clean;automatic;rwd;full-size;33,512633;-86,79777;61
6950;2006;2;8;144600;clean;automatic;rwd;full-size;29,2353;-81,0658;65
5995;1997;2;8;136776;clean;automatic;4wd;full-size;35,496578;-120,681118;59
1;2014;3;6;117123;clean;automatic;rwd;full-size;29,975385;-90,172386;67
19995;2014;2;6;102069;clean;automatic;4wd;full-size;41,680677;-86,126046;48
10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
9990;2005;2;8;138215;clean;automatic;4wd;full-size;40,468826;-74,281734;52
18900;2013;2;8;68288;clean;automatic;rwd;full-size;31,316064;-89,437114;61
14980;2011;2;8;150260;clean;automatic;4wd;full-size;38,069235;-84,472736;50
24975;2013;3;8;56482;clean;automatic;4wd;full-size;43,204762;-75,440834;53
28480;2014;3;6;47301;clean;automatic;4wd;;32,965063;-96,913304;67
3500;2003;1;8;218500;clean;automatic;rwd;full-size;37,763495;-121,422272;59
15500;2004;4;8;32000;clean;automatic;4wd;;39,4488;-83,8417;49
16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
33899;2016;3;6;23012;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1000;2002;2;6;240169;clean;manual;rwd;mid-size;36,8621;-87,4851;50
17699;2011;3;6;71026;clean;automatic;rwd;mid-size;43,78124;-88,50265;45
1;2014;3;6;117123;clean;automatic;rwd;full-size;29,975385;-90,172386;67
